gene	out_aug/HAP1_KO1_a_L000/HAP1_KO1_a_L000_gene_featureCounts_only_count_zscoreLog_of.csv_quantile_normalized_RPKM	out_aug/HAP1_KO1_b_L000/HAP1_KO1_b_L000_gene_featureCounts_only_count_zscoreLog_of.csv_quantile_normalized_RPKM	out_aug/HAP1_KO1_c_L000/HAP1_KO1_c_L000_gene_featureCounts_only_count_zscoreLog_of.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_a_L000/HAP1_P1_a_L000_gene_featureCounts_only_count_zscoreLog_of.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_b_L000/HAP1_P1_b_L000_gene_featureCounts_only_count_zscoreLog_of.csv_quantile_normalized_RPKM	out_aug/HAP1_P1_c_L000/HAP1_P1_c_L000_gene_featureCounts_only_count_zscoreLog_of.csv_quantile_normalized_RPKM
SH2D7	0.7530408764982579	0.7285037968398337	0.7865060437867485	0.9105837386706508	0.8812610720621243	0.912146637908387
HDAC2	-0.5367482326393465	-0.5558619096010028	-0.5218481154898373	-0.46104685291714637	-0.3670663424174354	-0.39478147942020403
ACTG2	0.682691902256097	0.6814594684207048	0.7637916254618062	0.8279962777890909	0.8614394894872112	0.8763863261408352
ZNF652	-0.11127015922497491	-0.16653815709006808	-0.06009661311183258	0.04368058204869831	-0.0395674535273615	0.07933292505217752
CHD3	1.0821300469457875	1.0643839232981491	1.0042840500225	1.203933087456708	1.1648457077265544	1.2187685789487068
GLCCI1	0.052444051463035914	0.07521875450535508	0.09847785757956254	0.23405110087544803	0.23864276932006495	0.1830733071259462
SOGA1	0.4697011435224163	0.399075828339932	0.4418613723630139	0.5546199236780781	0.5980341744759706	0.5962207980932666
GID4	0.22250557512048774	0.242855128264632	0.19184568356554485	0.35205271276875044	0.41908397372471773	0.32042795784777056
RALBP1	1.365030347170027	1.3408505266826092	1.3575968256118125	1.4943253888597603	1.5178160141436368	1.4853809727863105
R3HDM2	0.5001143227850399	0.5197800904015609	0.5833516358256615	0.6348652819628262	0.7271520809876472	0.6809132369296143
STMN3	1.332881092341287	1.2548851784047508	1.2441742114409904	1.4548776622396493	1.3992801565849575	1.4171994771288419
TRPV4	-0.2899983173627839	-0.2589350855313356	-0.3123156610529154	-0.1596886703005735	-0.13199236496488254	-0.15032206277512508
ACOT9	-0.22256416288550157	-0.1465559630106822	-0.15780844932771143	-0.08504008567924089	-0.012724698335339846	-0.0037569528017614147
UQCC1	-0.11113747695981224	-0.15335401572321097	-0.12033449963750108	-0.009507968479275807	-0.01720710036271881	0.06804828721383945
CDK2AP1	1.5445548061234442	1.4896384133087297	1.5911585772413324	1.6574404986449605	1.6666637665632587	1.7360075532227102
KCTD7	0.0037022012661733074	0.075683513935193	0.03560741813565283	0.18805196575459268	0.23094711159542033	0.13020333209530552
AK2	1.0793769961377497	1.0339443932744294	1.0851839286389644	1.2545121695808	1.168583210418079	1.2172773251997908
REPIN1	1.769567823495846	1.7340605521634247	1.7414981952909518	1.8899268862161995	1.8892095388978214	1.8985272203191754
CCDC117	-0.3106558842795808	-0.3495673838103838	-0.3480315111326485	-0.20835876899581238	-0.23044033142119708	-0.1520061127922323
PER1	0.16576018567554307	0.13786178837219953	0.1435216247463709	0.3228401056960624	0.27720200676785445	0.2872630879377886
PFN1	2.4817639743004856	2.573558685816714	2.559695127190456	2.6433827183902174	2.6930181413636896	2.6940823622060868
BTBD2	0.9922010867585118	1.005945096178194	1.0119792812270694	1.112174044692007	1.1689597706551924	1.1727570297949568
DNPEP	-0.16220878117757145	-0.1836366263881915	-0.27095413447946937	-0.02148881987111075	-0.1016226783880233	-0.06186507633717094
NPM3	0.37168555765139116	0.4454089913865302	0.3894562862754084	0.5188023591362995	0.5897448344001679	0.5460947652548768
TCF7L1	0.23698632346210113	0.1669754233099648	0.14438537904159254	0.3394248067352844	0.27754261760254373	0.3781877923437683
MLLT3	-0.4791071808342693	-0.4742421896731802	-0.5145442857281505	-0.33590578569998114	-0.4004187100128277	-0.32105613171330666
RP5-850E9.3	0.7796511445482619	0.8638820777507725	0.809779921832539	0.9975590836930666	0.9157451086255732	0.9926933821583437
PARP8	-1.1323039676408873	-1.1771435184264756	-1.1132900015138807	-1.0589455289843388	-0.99351091596163	-1.056759513988722
NUMBL	0.28719347967404796	0.3357887557737877	0.20275703739771245	0.4169733841675628	0.3786669984595083	0.48322961025148
RP11-23P13.4	1.0681508472789596	0.9943477477158325	1.019536624995926	1.1968236796538023	1.15202442942524	1.1874085292500243
LIMD2	0.11533199199642155	0.1884458215832616	0.12036732937597786	0.3217354796072076	0.2838220364568211	0.26791085323444597
EXTL3	0.0786501480600389	0.04304438093195617	0.052066602188819644	0.17023231808016853	0.22565129895092112	0.2234629669776367
TBC1D1	0.32893059889549203	0.3308814424194752	0.41951020843975567	0.499983267240574	0.5165031649085831	0.518809815720156
ZNF8	0.17062747769008785	0.15250610614839744	0.12868026812640693	0.3307180305482054	0.28451298374224154	0.28611248634086583
PFN2	1.2465977961415529	1.1606049825107039	1.1771034797197384	1.3285554766231253	1.3542933728120612	1.3566130708038953
ANKRD13D	-0.09337829334805164	-0.14158103693251708	-0.2352043298385885	-0.023528085590969004	0.03892640441734772	-0.04185140940451097
MINCR	0.9103070006003399	0.7813571900073719	0.9156811548783597	1.0177608890810221	0.9842459960569362	1.0665007064373169
ZNF74	-0.4448745445469306	-0.4111941996020564	-0.3833662322357934	-0.28098800349703607	-0.2525182001686105	-0.2810220364738267
DUSP7	0.8287080079266888	0.7678245471634395	0.8582581679133531	0.9338775335348437	0.9833328241613026	0.9972619872472195
GPR137	0.3538562914745994	0.4856118029500212	0.39048485057905913	0.5444187452450242	0.5624648818803559	0.5860396695721359
AES	1.9611888934955695	1.9068828919955256	1.9643498112955604	2.080269407291533	2.124932428102578	2.0687455244169284
TANC1	-0.6413063010295079	-0.6601707232345795	-0.5369851451477772	-0.49610724527538536	-0.4333236768361839	-0.4990882256513671
HCFC1	2.029388722335069	2.0080971163490875	1.933312654296631	2.1495687207847856	2.161733834955014	2.1040468418700784
PLPPR2	0.2943414233928566	0.20414979992958732	0.21634066070470184	0.40379809423197505	0.37788530188691805	0.39289903781815605
MAP1A	0.3241825685351879	0.23149331980084523	0.17810356203344296	0.43306619022729276	0.3694434712326022	0.3941628347744612
TP73-AS1	-0.4099407095617059	-0.30637560173553413	-0.38309032460319165	-0.2569399323178783	-0.15826062072619732	-0.25344964142411164
CTD-2537I9.12	1.1771586611845213	1.192087435110328	1.223807024530214	1.2961381663028129	1.408744643890205	1.3441833598914883
ZNF395	0.17980314107061113	0.19227776959830475	0.19000339946161737	0.3240113807935225	0.38101890788764614	0.313575366658908
SAMD10	0.580059394321475	0.6141808824540447	0.6732045463259284	0.8027082621040702	0.7531103586681868	0.7771087468537659
FHL1	1.4298528967348416	1.5417061680733946	1.5674618139299084	1.6741859261907885	1.6721343586237758	1.6538332448553412
RUSC1-AS1	1.0532680672976553	0.9480306607809434	0.9887945324345155	1.1964620073070935	1.1163334824145	1.1418846353224517
ANKRD13B	1.060714545006752	1.0346846282792028	1.0685557997610502	1.2198206904000077	1.1943581029922306	1.2124270866780316
SRXN1	0.7834778033879808	0.8624073823103942	0.813127493814624	1.0015413783446536	0.9243192735682381	0.9975880330923584
ZNF275	0.07061096435441917	0.048111735987079435	0.09241646781585842	0.28363245187856395	0.1951997174313407	0.18475322775343633
ADGRA2	0.14470080193830728	0.13021185904215238	0.10810200174088004	0.28436034191467924	0.29988454325743563	0.2568338185320496
HIST1H2AH	2.4034993796825868	2.3668753869792734	2.3287405908985814	2.5907253132332917	2.4341844797948093	2.5109929304779848
YWHAH	1.4272333153285206	1.4830904683036616	1.4160453329682618	1.5898152529181542	1.6117777911486186	1.586921045514436
ST3GAL3	-0.5778201284211628	-0.5741468277718257	-0.47277439964093354	-0.4485947076896345	-0.37449506863880827	-0.3779288537824038
AMOTL2	0.6043710314160881	0.5911817700351382	0.5803603073295318	0.7077951461947968	0.8011407189465777	0.7335733892718799
MZT2B	0.4057742523737812	0.43128280291029647	0.3309959142356055	0.5292864728941092	0.6095694585235153	0.49602727046204986
NXPE3	-0.640115600953744	-0.7138678131068797	-0.7065801437666221	-0.6239366165436714	-0.5059732126052864	-0.5254729181487793
F2R	1.1285626098939059	1.1832009962551335	1.1996949565343056	1.3293744090212787	1.3353462233942401	1.3176359289902224
ARHGAP17	-0.05373725394298979	-0.052526792851826744	-0.08265172680425177	0.10188998551838352	0.08854995466637781	0.08028008755277444
DHRS1	-0.6020844529080919	-0.5072066080653215	-0.4766963164360336	-0.3351812197626003	-0.4100161494021723	-0.41188384462699945
C2orf82	-0.4873621796458253	-0.4292270634771209	-0.49573880710010143	-0.30225507913059074	-0.34956864715518293	-0.3271018265863174
CTSB	0.2980961023615923	0.4122346448653196	0.32494528173941767	0.48983646015481086	0.5168877610997071	0.504585041271129
ANKRD12	-0.9538999372618586	-0.9177556878653416	-0.9044665554568599	-0.8580492015975306	-0.7640008316047481	-0.7828080594099405
VWA9	0.7601150985720821	0.7845900797084031	0.8165783112649122	0.9611257746790864	0.9726226748337998	0.9023915874093705
SIRT2	-0.595389658747402	-0.6936728339076235	-0.615695482492842	-0.5386460172670836	-0.48798948097568046	-0.45940381105000405
MPV17L2	0.9393639326860548	1.0160633595543114	0.9839561392040642	1.13191144501583	1.1626914606540475	1.1215640867800103
SCD	3.14306738850527	3.1436339817777723	3.149998195102143	3.2817694522458996	3.281473336568113	3.303521399449775
CIB2	1.2733777375340811	1.2050036737884273	1.3118222003646038	1.4341492564129392	1.3941426590440391	1.4381822229666674
CALD1	0.07511187683707198	0.031897182085620084	-0.04830121195026402	0.20662421435997816	0.1517921669675085	0.17106872023811467
FBXL19	0.29662122410979874	0.3192062579682238	0.44906369727580436	0.5520616179908776	0.45311641573481476	0.5399206233397114
KCNQ4	0.4218310101967934	0.39577741278943523	0.2781008844535472	0.5140546012141841	0.49079837833463924	0.5731599730077391
IFT27	0.07708352098028774	0.03168730989769139	0.15851851869599032	0.2804314155011976	0.2269399578144015	0.23346448105283565
NCS1	1.051080438131784	1.1492335444464716	1.0518152001116055	1.2748747839951025	1.2707922567271581	1.1852625370295395
SLC6A6	0.7060191016417587	0.5553828586428603	0.5934625219751865	0.8325029987227955	0.7265039867897448	0.7805227585305154
TMEM120B	0.7446758685501811	0.750619186851576	0.6929346589988966	0.8865912076180564	0.8806265962947345	0.9033268264674983
SAMD11	-0.2815638844157184	-0.35672399207931205	-0.31669786098672975	-0.1813107262446521	-0.18162719081893017	-0.1395540985584941
DFFA	-0.34820273600085333	-0.2500142559108607	-0.30865961740264825	-0.08789111867027297	-0.19930259859275623	-0.16602878252780892
HMOX1	0.007963635119421148	0.10910125604664422	-0.003996321402238544	0.19767827092725448	0.20104398844510812	0.1923287570611902
DPYSL5	1.207925524531627	1.1888311684452189	1.23908674365561	1.3968961337766013	1.386486945558987	1.3342006612789865
KLHL36	-0.7358376478037519	-0.7202217093448345	-0.7869471531623412	-0.5856454522649187	-0.6180764582549014	-0.6265575612056428
LPAR2	0.14144188008442307	0.09495988212015848	0.13208894126059595	0.27613397646005844	0.2817690148793769	0.29289520658060086
CLN3	-0.5421923776646768	-0.4754394338756309	-0.5851248380806692	-0.39872052218735676	-0.421704667322955	-0.3394878165803704
EVL	0.4665316683916115	0.4049338481388271	0.40610680150335016	0.5143341918917055	0.6356114586712732	0.614523274968988
POU5F1	1.7551100918306806	1.824141259184134	1.799491642176868	1.913958866481431	1.9962674864911334	1.9482792192934444
AC009065.1	4.201974507025894	4.202126520161208	4.185795778597091	4.308975200131693	4.366462122112911	4.33041575631234
CDK18	0.5483632554216503	0.5544383888066059	0.5692956628426509	0.7229717442784026	0.7043617964543081	0.7388165732987322
FBXO16	0.274624328394716	0.32169035109210753	0.30058933078056205	0.4523495532603006	0.524801367946128	0.40774366458377687
SEPT9	1.1829029000611024	1.1669801815616323	1.155975188755082	1.2892131777751645	1.3710298097182185	1.3376721540351413
CCDC120	0.18053857803661838	0.13923290514722741	0.07296073574117619	0.30512485701927355	0.3227966486428826	0.2558885263323224
ITM2C	1.1474029137314872	1.0895428328418868	1.1656493171903441	1.3427712481679481	1.2729031420924222	1.2831251463606452
ATG9A	0.8237060431587374	0.8932363386568503	0.8221132594476419	0.9958137234960361	1.029697470512301	1.0136392452558913
PDK2	0.3973006588230475	0.31368809574288337	0.28005801021785665	0.5322711074664631	0.46719770261646193	0.4906753799475217
GTF2IRD1	0.37988847315039165	0.5366213393307319	0.5113307048805878	0.6394908855596011	0.6849809408460465	0.6079099187376144
CTD-2619J13.14	-0.009329627272970889	-0.1070624082630415	-0.0018177937470718753	0.05696704604932019	0.11743444453833433	0.19140012504669485
RAB11A	-0.06950606946463574	-0.19603721416175712	-0.046571310958187825	0.03530188327099047	0.08376724690189886	0.058817078747262136
SQLE	0.6222906944567131	0.5472303646081984	0.6807205621747568	0.8123010891206247	0.733665337303177	0.8089095450464479
FXR2	0.5599744289765386	0.6359196238850087	0.5488921232879505	0.7439899534269676	0.7491444632885824	0.7565246862596171
LTBP3	0.3430644586336707	0.27038468838988294	0.2643303273584486	0.5022504660025224	0.4510443493097047	0.4239065852496444
LCAT	-0.39276427990215557	-0.387103859412151	-0.3259874641436709	-0.20424979493329462	-0.16652884099763535	-0.26974714166919106
SLC7A10	0.13112703422017793	-0.0016647123382895362	0.039889592631209475	0.21734808156769223	0.25543218986937855	0.1939898301050531
RP11-172H24.4	-0.38533724337252767	-0.3719117503944687	-0.4720575962293421	-0.21990703816082505	-0.27269000916459046	-0.2695519036857654
NLRX1	0.0813430702972467	0.1250241835876271	0.2094184437730663	0.22492723239506238	0.3452266991703135	0.34083115293650273
H6PD	0.1782798342345431	0.1288397053546137	0.10122921412910382	0.27073145431771056	0.32421809048437017	0.31162238575844753
TRERF1	0.9479282113220485	0.9857127516718963	0.8782488078736823	1.0688978506166233	1.1107496677911173	1.1406235981001325
GORASP1	-0.04382714199581973	0.03785222437834744	-0.07079971662925415	0.17074941761119486	0.12985658686816134	0.11714340420710871
KIAA1671	0.06475478515331484	0.05765616695598031	-0.0005743023476398085	0.21169096842251567	0.1681929700965344	0.23688523901648653
PTCH1	-0.3368951827262705	-0.3322384597552462	-0.37593056763198823	-0.21140538415605878	-0.14331776751862801	-0.21968590030598634
ISYNA1	1.1017479137738222	1.1689736744494337	1.197715121088526	1.3522413093802208	1.3228859876150225	1.300035106062008
UNC119	0.25083006346114506	0.32642314262611644	0.2560566510916676	0.3796230144402789	0.47484876900370165	0.4810526055192879
NOL4L	0.2867394246080009	0.2880676657283822	0.335592507556037	0.4970466318443678	0.5095526942285244	0.40483538597631785
CFLAR	-1.133191799969015	-1.1489083155136797	-1.1060008464781241	-1.028991083897898	-1.0176293646329793	-0.9903305852079732
MAN2A2	-0.11213142907508147	-0.11248048427632909	-0.0660851192922356	0.06768671141016297	0.019618592440151496	0.11178577683439825
AGBL5	1.2858041957280384	1.337556274742386	1.3523423138803667	1.5532748492536754	1.456326431552062	1.4728845816455194
PPP1R13B	-0.2117985257306093	-0.15201869766804005	-0.09109971038016405	0.033557292030571464	-0.0051340255352905016	0.011166244039273802
SCARB1	0.8604524140492631	0.9050860893130249	0.896065945208729	1.0770290124314559	1.0555524608738165	1.0428302318405342
NACC2	0.2857921891971038	0.1837552264699459	0.1542580906811071	0.34778299526538725	0.38477102885123365	0.40468124111618053
CRY2	-0.5920223723222904	-0.5528068455482953	-0.4830172731960772	-0.39363803673616804	-0.39541033918157004	-0.3745351672381344
RTN2	0.256714901351418	0.20834885656891813	0.3197867887809285	0.43263873829117333	0.3979009580384369	0.4671975575445433
IFT57	-0.9979322383375442	-0.9823184681884377	-0.9435312590097951	-0.8465865674977159	-0.8653601387880322	-0.8188543812599273
AC013461.1	-0.8042704026490984	-0.9025308065011816	-0.8423069928360106	-0.6981424785075433	-0.7617867330348659	-0.6711710297538459
JAG2	0.08910626819133939	0.06744779262864413	0.008113808387316825	0.1499248577245232	0.21901800724149245	0.29745193334372494
HOXA5	-0.1257907218719931	-0.10876828318234841	-0.13072913879517453	0.03832934149964992	-0.0018035954547913425	0.09562503317817461
ZNF362	1.0266955006284302	1.0156723008675472	1.0365594795271038	1.161771117072402	1.2235955988084892	1.2130120983327077
FKBP11	0.2784990754772032	0.24553018651171626	0.17579978607996846	0.39163797260543914	0.40826017003051973	0.419015180258675
AGRN	0.6820152878110944	0.6939398029329995	0.6302042485720918	0.8847036391159575	0.8092006618055461	0.8346609559828082
RRAGA	0.8886003973186164	0.7996109528072629	0.8722656050455045	1.076633788075105	0.9727914034348407	1.033536766648428
SPATA20	0.4302023092565728	0.49082506012116806	0.4463767341278009	0.6364211376951372	0.6183844719906872	0.6345800333243139
HSPA12A	-0.19902573640179136	-0.03412072359636124	-0.11618422533789251	0.08913975503338732	0.06191652343398969	0.007979980170943578
KMT5C	0.43200810747513574	0.40629736375407577	0.3760015200254657	0.5419720527809545	0.5322042471332701	0.6576693035682378
CTD-2207O23.12	2.379414734245514	2.3931607033620605	2.342431041011934	2.5303029604700416	2.543071413945085	2.543578644661672
JOSD1	0.2173386314486835	0.3193729492895967	0.3315280266132995	0.425830705898519	0.5016635145893245	0.4643977806784265
MAP3K9	-0.4672219936389974	-0.46747630611011026	-0.5599800667563275	-0.3945447008788708	-0.32830572678333286	-0.29402202634514396
GATA2	1.311395513306554	1.2820985083399898	1.1615082873534293	1.3865916416027133	1.4690041889310403	1.431099513313621
SEMA6C	-0.8913980157958061	-0.7736609508296032	-0.8792073256114824	-0.7389245715306852	-0.703066065849093	-0.6709423834054158
ABCA2	0.8337239902008561	0.8432387969490907	0.8453107992225849	1.0378656442773726	0.9874296997938803	1.0265000293428492
RP11-123K3.4	1.1252885035498401	1.136056350067507	1.2251221292040066	1.2991781561108702	1.3854668491890836	1.3303153614282153
BAIAP2L1	0.35532897853026546	0.5295048309918933	0.4291535083123042	0.5574303270376525	0.6268141961238488	0.663155525095584
SHC1	0.590961586234185	0.48586098132409283	0.5225779371626845	0.7470070624128302	0.6278895037511664	0.7531012745229307
MPDU1	0.7548529908861663	0.7431966998902096	0.729984257020497	0.9002709865915867	0.9063114801348665	0.9532241960552269
RUNX3	0.16790680624167814	0.15638452416164286	0.16118498521554808	0.2559057690428146	0.38128448545088917	0.3663363479451205
TRIB2	-0.08621962094272168	-0.17671076319732135	-0.11562356216701625	0.04407291805373886	0.03847048364209857	0.05194638465246825
B4GALT2	1.5312952617427362	1.6272242765515865	1.524210746060963	1.7503580437905562	1.751449340111312	1.7097040762623537
RP11-728F11.4	2.2077827450061154	2.1774140962748603	2.2593959685426395	2.409147528129093	2.372254414044717	2.3770769913717253
EIF2AK4	0.42616667318830403	0.39031936435042264	0.4363059931466313	0.6013387629152229	0.5618200426991237	0.6200165637404248
KCTD20	0.23880235611804668	0.3163103411564576	0.3335183154902089	0.5325855984528963	0.45842437428535643	0.4256444471412594
C1RL	0.5163934000435141	0.42447549896763037	0.3468742466524684	0.5512707558228563	0.6634811564431782	0.610339721443321
HIVEP1	-0.4039994450781371	-0.32158576745639267	-0.29593182744350843	-0.21219379426100968	-0.16666805424204106	-0.14341349148785537
ATXN7L2	-0.04370690424713443	-0.13737501536620145	-0.075045148130611	0.13210887281746722	0.10834061629241266	0.0166190738064678
ARPC2	0.7610343003333404	0.6781053694118852	0.7234367285601915	0.9221529621826611	0.8680610982113028	0.9095968553793788
PRR12	-0.2558417630891885	-0.2982214502732585	-0.286683985900375	-0.1409258951629345	-0.11345310354379824	-0.08321140847226158
NDUFB10	1.227332738123262	1.3405629251985223	1.3449198500331025	1.3891771971389628	1.5087479719305155	1.5448205050529595
CPXM1	1.1324371377852125	1.2238141810460088	1.2631580072591617	1.4325208651653758	1.3478484185400719	1.3764736589143227
HDAC7	0.4673264715958211	0.3993417189284738	0.334199758916802	0.6066529077831007	0.5888881836242686	0.5437838184777272
ACTG1	3.9655779001055995	3.965822466531011	3.972313613877252	4.126274885428545	4.126256354819087	4.1208301449896485
SLC9A3R1	2.1661702284363917	2.0687882442529966	2.0181172876916444	2.277812359528177	2.2216300672856444	2.2804891790674677
LL22NC03-86G7.1	-0.9845010746785223	-0.9663729616846648	-1.0603028817902804	-0.8914841767279362	-0.8448703109315293	-0.8698655365380757
NLGN2	0.8860077121040291	0.7493189857148714	0.8086869100369292	1.0443396114962606	0.9753627012272135	0.967475404718529
SMAD1-AS1	0.9774325705199474	1.0845750501513287	0.8862871085545466	1.1751956259782905	1.099569928075794	1.2214001388497508
HIST1H2BO	4.15365337527419	4.17927167777686	4.120299025704112	4.3364539869587215	4.282369888313318	4.303014562313412
FADS1	0.8912076107299222	0.9644869750331639	0.9083098552923237	1.1482961427904976	1.0817502042938465	1.0744765785589894
KLHL17	0.9943730053795727	1.0130346487555337	0.9587050617396036	1.1787381533356625	1.1859203699485155	1.1423631393011162
PLXND1	0.6343708332659741	0.6835454248162698	0.6836986368807537	0.853744408346073	0.8957781962320057	0.7916616921566494
MARVELD1	0.8713107800983487	0.8013978153684961	0.7363571811173264	0.9410756882171054	1.0255434322579817	0.9888240147825454
SATB1	-0.20625381519045002	-0.18298988242323497	-0.15736285151647272	-0.026332644601357976	-0.02174687668497287	0.0176840704211319
SIX3	1.2103873711548268	1.2483776891341374	1.2744358104596418	1.4747542067791495	1.3678534078030953	1.4293948503326974
PIK3CD	-0.24346630970190258	-0.10555326195162827	-0.18543645437696413	-0.010649318411915595	-0.04061376791386577	0.03799624046766535
RNF26	1.682171815677484	1.821930103023982	1.7422580900033642	1.8846742617151377	1.9219344737247979	1.977849792342971
CTD-2574D22.6	1.717021345276951	1.711201245281958	1.8238377407622615	2.006897841639368	1.8908237805006656	1.889068623775453
CCSER2	-0.20365113665264967	-0.2582502628560869	-0.23591668982909134	-0.04638492745200261	-0.07848321218842333	-0.05674652395550714
FBLN1	1.514044597110984	1.5765941979684672	1.5431995855582814	1.7182083004713944	1.7438360468697711	1.712057339451095
NAV3	-0.3448002617017626	-0.32366688032882973	-0.32232474621630475	-0.15948231230760365	-0.16734220967852242	-0.15480024126828135
CISD2	-0.8244043176415768	-0.8191180011288316	-0.7500419133835451	-0.6770331190841622	-0.6710061520746287	-0.596287517506923
SF3B5	2.0179668808494227	1.9254960460950121	1.8360060533345688	2.07872857934023	2.185427121727605	2.051991109503757
PITPNM1	0.6134931545658834	0.5886585927709422	0.5346452399941365	0.7932706953602298	0.7783760281681046	0.7118150908711207
ZFAND6	-0.5629518142858083	-0.5037421704979436	-0.5391155409597572	-0.40311627090135893	-0.38128021806725687	-0.33250460402376136
FHOD1	0.8788192406533694	0.8529800110423366	0.7738219698402595	0.9913959265707513	1.0840492431253241	0.9790471500286448
GAA	0.7981262752274235	0.7135131370640627	0.8043150083141878	0.9908800356682763	0.9413651487514082	0.934901909531421
CACNA1H	-0.14513536185024412	-0.20514720839318812	-0.18445790628295694	-0.04612599637918518	0.011728243794154165	0.023315183156079503
FAM160B2	0.28800791044238605	0.46686453039897163	0.39024379744063115	0.5045569142376367	0.5959819370908229	0.5982359560808337
CYB5B	-0.3748358774204411	-0.2433738658334542	-0.25631874409890437	-0.15592841049297607	-0.044560106566329825	-0.15696460867660622
ZEB1	0.0015975636319088197	-0.11080758194485596	-0.11048295258181241	0.13825491673615373	0.043844311919457334	0.13240667166206746
NFIC	0.017785561262614095	-0.025117536133038364	-0.059548313070586514	0.12508024029989837	0.21309657493298234	0.12909295904404144
ZNF423	-0.19881826436610578	-0.1376260009336986	-0.22352824558764203	-0.060841433700746676	0.060056912666947834	-0.03597792917827874
SQSTM1	0.16871685915269602	0.08797989902382451	0.246036145380779	0.41711337318858915	0.27475489847923157	0.35526222930634355
NOTCH3	0.9968441766793146	0.9931865625144374	0.8682344376460095	1.1185157106163095	1.125366272211488	1.1739313239345173
AC007192.4	0.9240081293911135	0.9959936437207084	0.8877074428445387	1.1191430914847504	1.1459052962131537	1.0995983875507271
CCNO	0.2621877960099099	0.33364866911514196	0.27161833681698877	0.42868959265199924	0.4865392861531203	0.5007232220917562
PARVB	0.9018394937705836	0.8790027675966451	0.9851426198840803	1.1254646242677355	1.0667625631753566	1.130514840852808
PRCP	-0.7527782394929594	-0.7097754588016427	-0.5936270308864653	-0.49704637304520755	-0.5093518196975786	-0.5695225890207527
TPM4	0.38427715613654395	0.3471367433809503	0.4760225563235991	0.5984476986775591	0.5580118646210639	0.6081454796429622
MCAM	0.24961067361873399	0.19487140800479824	0.1825607655045637	0.36578219375236765	0.4441115102892762	0.36453355274842547
PTPN14	-0.16907555560042806	-0.19376170705177814	-0.1560160622611208	0.025214881502443283	-0.0266421739727211	0.012021395558971712
BAG2	-0.41064996582338054	-0.3797231299478153	-0.35466929735478075	-0.19941391103848435	-0.26694066516238146	-0.16679685436852953
GTPBP3	-0.18954646189468066	-0.06355845212241337	-0.0758022429780313	0.05519166617367127	0.13420870072829802	0.01817015691845553
DDI2	-0.4857977147136263	-0.561405425750851	-0.5533075113813439	-0.40522221717320994	-0.2986823693108924	-0.3996590483976321
LDLR	1.0184587964105771	0.9897557964973545	0.9685886730800737	1.1984910973292706	1.2102666557816808	1.1266936728747372
DNAJB1	0.9318415071113217	1.0337515982919092	1.0678502440611684	1.2102226783970038	1.1479703396132708	1.2394018308853036
RP11-229P13.23	0.9013809317671566	0.9497611780070481	0.9365610402785234	1.1643508505136526	1.0703233424240688	1.1139055511613054
C18orf32	-0.2682540813323148	-0.41580647624886563	-0.23940923566578196	-0.18468497537299206	-0.10006293873303704	-0.10601297647847618
ZEB1-AS1	-0.1871682741867775	-0.17728144939033885	-0.18613085409335728	-0.04279442435900582	0.04596771036878332	-0.021415614470952075
ACBD5	-1.1854465737265625	-1.1406341478922892	-1.1368866710502974	-1.0261606482288979	-1.0088682716227937	-1.0503169647729473
THYN1	0.15919961186050788	0.12749342419502363	0.10856071680950939	0.2686775690738987	0.3725324790243348	0.30402147824303066
TMEM63C	-0.448790750201209	-0.4686602038326081	-0.45583582819719537	-0.32200778289239645	-0.30914755361100726	-0.2331937367478443
ANKRD9	-0.7449904317149291	-0.8021583595308419	-0.7422720269359122	-0.5650378011984764	-0.6556405379805033	-0.6011495902558939
KIAA0513	-0.8072511260587113	-0.7938402724582738	-0.8809672271878828	-0.6433707540097331	-0.6489642382229006	-0.7320037313881914
UBE2E3	1.2918447611362418	1.3099844616144982	1.3745709693727988	1.5264121759644604	1.5159761251277475	1.4977154877971521
IDH1	-0.2778220286701119	-0.2408590149276938	-0.37270854523690333	-0.13973973529810046	-0.08473564774710544	-0.1339296634105895
RBPMS2	1.1877603752322579	1.2432738363247802	1.1394805094726308	1.3687529127134415	1.4269663598162703	1.340803117648124
SOX12	0.9431291677935847	0.9734790416497969	1.0020262924091177	1.1925669233156198	1.1448597091678894	1.1481837431279658
AP4M1	0.48335443026061514	0.4787207298207193	0.5380830463207025	0.7666238347688332	0.658420720174846	0.6355611155834395
TEAD2	0.8937635397545095	0.7794111670077394	0.902544935985693	1.047790720415696	0.99712219859701	1.1026901727524216
AC116614.1	1.3449850167220452	1.1724718052069	1.2816459225020007	1.478095127955336	1.4044049235127551	1.4909258154539293
ZNF562	-1.044477086478285	-0.9696815319069816	-0.9864864003678429	-0.8633756870162025	-0.8715265623289663	-0.839970967900072
JUP	1.5489057612684325	1.549363635323349	1.481902455530348	1.749477393315431	1.739182330757141	1.6554008460489018
MAPKAPK2	0.6099791420665728	0.7206918622430162	0.6871480058108419	0.7927024209392146	0.9038669443143559	0.8909939950081559
ZDHHC8	0.7673946915364358	0.8286572413619495	0.7406241084024089	0.9424733034689469	0.9800999339039129	0.9880924641551715
FAM189B	0.8992910052214943	0.8550449307400967	0.8435946631505808	1.0935253649682133	0.9918110778642754	1.0831914153915507
